Artist,Title,Label,Path
Eminem,Berzerk,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Berzerk - Eminem.mp3
Rihanna,Pour It Up,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Pour It Up - Rihanna.mp3
Taylor Swift,22,1,/home/yamen/Projects/Technocolabs/sample_data/popular/22 - Taylor Swift.mp3
One Direction,Best Song Ever,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Best Song Ever - One Direction.mp3
Ed Sheeran,The A Team,1,/home/yamen/Projects/Technocolabs/sample_data/popular/The A Team - Ed Sheeran.mp3
Kendrick Lamar,Swimming Pools (Drank),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Swimming Pools (Drank) - Kendrick Lamar.mp3
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Let Me Love You (Until You Learn To Love Yourself) - Ne-Yo.mp3
Nicki Minaj,Starships,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Starships - Nicki Minaj.mp3
One Direction,What Makes You Beautiful,1,/home/yamen/Projects/Technocolabs/sample_data/popular/What Makes You Beautiful - One Direction.mp3
Adele,Set Fire To The Rain,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Set Fire To The Rain - Adele.mp3
LMFAO,Sexy And I Know It,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Sexy And I Know It - LMFAO.mp3
Katy Perry,Wide Awake,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Wide Awake - Katy Perry.mp3
Rihanna,Where Have You Been,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Where Have You Been - Rihanna.mp3
Bruno Mars,It Will Rain,1,/home/yamen/Projects/Technocolabs/sample_data/popular/It Will Rain - Bruno Mars.mp3
Justin Bieber,Boyfriend,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Boyfriend - Justin Bieber.mp3
Katy Perry,Part Of Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Part Of Me - Katy Perry.mp3
Taylor Swift,We Are Never Ever Getting Back Together,1,/home/yamen/Projects/Technocolabs/sample_data/popular/We Are Never Ever Getting Back Together - Taylor Swift.mp3
P!nk,Blow Me (One Last Kiss),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Blow Me (One Last Kiss) - P!nk.mp3
Katy Perry,The One That Got Away,1,/home/yamen/Projects/Technocolabs/sample_data/popular/The One That Got Away - Katy Perry.mp3
Adele,Someone Like You,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Someone Like You - Adele.mp3
Usher,Scream,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Scream - Usher.mp3
Chris Brown,Don't Wake Me Up,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Don't Wake Me Up - Chris Brown.mp3
Adele,Rumour Has It,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Rumour Has It - Adele.mp3
Carrie Underwood,Good Girl,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Good Girl - Carrie Underwood.mp3
Coldplay,Paradise,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Paradise - Coldplay.mp3
Carrie Underwood,Blown Away,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Blown Away - Carrie Underwood.mp3
Adele,Rolling In The Deep,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Rolling In The Deep - Adele.mp3
Usher,Climax,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Climax - Usher.mp3
Nicki Minaj,Pound The Alarm,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Pound The Alarm - Nicki Minaj.mp3
Chris Brown,Turn Up The Music,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Turn Up The Music - Chris Brown.mp3
Rihanna,You Da One,1,/home/yamen/Projects/Technocolabs/sample_data/popular/You Da One - Rihanna.mp3
Katy Perry,Firework,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Firework - Katy Perry.mp3
Bruno Mars,Grenade,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Grenade - Bruno Mars.mp3
Nicki Minaj,Super Bass,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Super Bass - Nicki Minaj.mp3
The Black Eyed Peas,Just Can't Get Enough,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Just Can't Get Enough - The Black Eyed Peas.mp3
Rihanna,S&M,1,/home/yamen/Projects/Technocolabs/sample_data/popular/S&M - Rihanna.mp3
Katy Perry,Last Friday Night (T.G.I.F.),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Last Friday Night (T.G.I.F.) - Katy Perry.mp3
Bruno Mars,Just The Way You Are,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Just The Way You Are - Bruno Mars.mp3
P!nk,Raise Your Glass,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Raise Your Glass - P!nk.mp3
Lady Gaga,Born This Way,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Born This Way - Lady Gaga.mp3
P!nk,F**kin' Perfect,1,/home/yamen/Projects/Technocolabs/sample_data/popular/F**kin' Perfect - P!nk.mp3
Lil Wayne,How To Love,1,/home/yamen/Projects/Technocolabs/sample_data/popular/How To Love - Lil Wayne.mp3
Bruno Mars,The Lazy Song,1,/home/yamen/Projects/Technocolabs/sample_data/popular/The Lazy Song - Bruno Mars.mp3
Britney Spears,Till The World Ends,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Till The World Ends - Britney Spears.mp3
Lady Gaga,The Edge Of Glory,1,/home/yamen/Projects/Technocolabs/sample_data/popular/The Edge Of Glory - Lady Gaga.mp3
Ke$ha,We R Who We R,1,/home/yamen/Projects/Technocolabs/sample_data/popular/We R Who We R - Ke$ha.mp3
Ke$ha,Blow,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Blow - Ke$ha.mp3
The Black Eyed Peas,The Time (Dirty Bit),1,/home/yamen/Projects/Technocolabs/sample_data/popular/The Time (Dirty Bit) - The Black Eyed Peas.mp3
Rihanna,Only Girl (In The World),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Only Girl (In The World) - Rihanna.mp3
Britney Spears,I Wanna Go,1,/home/yamen/Projects/Technocolabs/sample_data/popular/I Wanna Go - Britney Spears.mp3
Chris Brown,Yeah 3X,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Yeah 3X - Chris Brown.mp3
Kanye West,All Of The Lights,1,/home/yamen/Projects/Technocolabs/sample_data/popular/All Of The Lights - Kanye West.mp3
Britney Spears,Hold It Against Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Hold It Against Me - Britney Spears.mp3
Usher,More,1,/home/yamen/Projects/Technocolabs/sample_data/popular/More - Usher.mp3
Avril Lavigne,What The Hell,1,/home/yamen/Projects/Technocolabs/sample_data/popular/What The Hell - Avril Lavigne.mp3
Lady Gaga,You And I,1,/home/yamen/Projects/Technocolabs/sample_data/popular/You And I - Lady Gaga.mp3
Taylor Swift,Back To December,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Back To December - Taylor Swift.mp3
Katy Perry,Teenage Dream,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Teenage Dream - Katy Perry.mp3
Rihanna,Cheers (Drink To That),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Cheers (Drink To That) - Rihanna.mp3
Drake,Headlines,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Headlines - Drake.mp3
Beyonce,Best Thing I Never Had,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Best Thing I Never Had - Beyonce.mp3
Chris Brown,She Ain't You,1,/home/yamen/Projects/Technocolabs/sample_data/popular/She Ain't You - Chris Brown.mp3
Ke$ha,TiK ToK,1,/home/yamen/Projects/Technocolabs/sample_data/popular/TiK ToK - Ke$ha.mp3
Lady Gaga,Bad Romance,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Bad Romance - Lady Gaga.mp3
Rihanna,Rude Boy,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Rude Boy - Rihanna.mp3
The Black Eyed Peas,Imma Be,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Imma Be - The Black Eyed Peas.mp3
Eminem,Not Afraid,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Not Afraid - Eminem.mp3
Ke$ha,Your Love Is My Drug,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Your Love Is My Drug - Ke$ha.mp3
The Black Eyed Peas,I Gotta Feeling,1,/home/yamen/Projects/Technocolabs/sample_data/popular/I Gotta Feeling - The Black Eyed Peas.mp3
Drake,Find Your Love,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Find Your Love - Drake.mp3
Lady Gaga,Alejandro,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Alejandro - Lady Gaga.mp3
Taylor Swift,Mine,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Mine - Taylor Swift.mp3
Taylor Swift,You Belong With Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/You Belong With Me - Taylor Swift.mp3
The Black Eyed Peas,Meet Me Halfway,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Meet Me Halfway - The Black Eyed Peas.mp3
Ke$ha,Take It Off,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Take It Off - Ke$ha.mp3
Drake,Over,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Over - Drake.mp3
Maroon 5,Misery,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Misery - Maroon 5.mp3
Lady Gaga,Paparazzi,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Paparazzi - Lady Gaga.mp3
Nicki Minaj,Your Love,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Your Love - Nicki Minaj.mp3
Miley Cyrus,Party In The U.S.A.,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Party In The U.S.A. - Miley Cyrus.mp3
Britney Spears,3,1,/home/yamen/Projects/Technocolabs/sample_data/popular/3 - Britney Spears.mp3
The Black Eyed Peas,Rock That Body,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Rock That Body - The Black Eyed Peas.mp3
Alicia Keys,Un-Thinkable (I'm Ready),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Un-Thinkable (I'm Ready) - Alicia Keys.mp3
Usher,There Goes My Baby,1,/home/yamen/Projects/Technocolabs/sample_data/popular/There Goes My Baby - Usher.mp3
Taylor Swift,Today Was A Fairytale,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Today Was A Fairytale - Taylor Swift.mp3
Beyonce,Sweet Dreams,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Sweet Dreams - Beyonce.mp3
Carrie Underwood,Undo It,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Undo It - Carrie Underwood.mp3
Daughtry,Life After You,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Life After You - Daughtry.mp3
Alicia Keys,Try Sleeping With A Broken Heart,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Try Sleeping With A Broken Heart - Alicia Keys.mp3
The Black Eyed Peas,Boom Boom Pow,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Boom Boom Pow - The Black Eyed Peas.mp3
Lady Gaga,Poker Face,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Poker Face - Lady Gaga.mp3
Taylor Swift,Love Story,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Love Story - Taylor Swift.mp3
Beyonce,Single Ladies (Put A Ring On It),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Single Ladies (Put A Ring On It) - Beyonce.mp3
The Fray,You Found Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/You Found Me - The Fray.mp3
Miley Cyrus,The Climb,1,/home/yamen/Projects/Technocolabs/sample_data/popular/The Climb - Miley Cyrus.mp3
Drake,Best I Ever Had,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Best I Ever Had - Drake.mp3
Beyonce,Halo,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Halo - Beyonce.mp3
Katy Perry,Hot N Cold,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Hot N Cold - Katy Perry.mp3
Britney Spears,Circus,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Circus - Britney Spears.mp3
Lady Gaga,LoveGame,1,/home/yamen/Projects/Technocolabs/sample_data/popular/LoveGame - Lady Gaga.mp3
Katy Perry,Waking Up In Vegas,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Waking Up In Vegas - Katy Perry.mp3
P!nk,Sober,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Sober - P!nk.mp3
Britney Spears,Womanizer,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Womanizer - Britney Spears.mp3
T.I.,Whatever You Like,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Whatever You Like - T.I..mp3
Ne-Yo,Mad,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Mad - Ne-Yo.mp3
Kanye West,Love Lockdown,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Love Lockdown - Kanye West.mp3
P!nk,So What,1,/home/yamen/Projects/Technocolabs/sample_data/popular/So What - P!nk.mp3
Beyonce,If I Were A Boy,1,/home/yamen/Projects/Technocolabs/sample_data/popular/If I Were A Boy - Beyonce.mp3
The Pussycat Dolls,I Hate This Part,1,/home/yamen/Projects/Technocolabs/sample_data/popular/I Hate This Part - The Pussycat Dolls.mp3
Nickelback,Gotta Be Somebody,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Gotta Be Somebody - Nickelback.mp3
P!nk,Please Don't Leave Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Please Don't Leave Me - P!nk.mp3
Coldplay,Viva La Vida,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Viva La Vida - Coldplay.mp3
Akon,Right Now (Na Na Na),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Right Now (Na Na Na) - Akon.mp3
Jordin Sparks,Battlefield,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Battlefield - Jordin Sparks.mp3
Ne-Yo,Miss Independent,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Miss Independent - Ne-Yo.mp3
Daughtry,No Surprise,1,/home/yamen/Projects/Technocolabs/sample_data/popular/No Surprise - Daughtry.mp3
Nickelback,If Today Was Your Last Day,1,/home/yamen/Projects/Technocolabs/sample_data/popular/If Today Was Your Last Day - Nickelback.mp3
Britney Spears,If U Seek Amy,1,/home/yamen/Projects/Technocolabs/sample_data/popular/If U Seek Amy - Britney Spears.mp3
Taylor Swift,White Horse,1,/home/yamen/Projects/Technocolabs/sample_data/popular/White Horse - Taylor Swift.mp3
Rihanna,Disturbia,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Disturbia - Rihanna.mp3
Beyonce,Diva,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Diva - Beyonce.mp3
Justin Bieber,One Time,1,/home/yamen/Projects/Technocolabs/sample_data/popular/One Time - Justin Bieber.mp3
The Fray,Never Say Never,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Never Say Never - The Fray.mp3
Leona Lewis,Bleeding Love,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Bleeding Love - Leona Lewis.mp3
Alicia Keys,No One,1,/home/yamen/Projects/Technocolabs/sample_data/popular/No One - Alicia Keys.mp3
Chris Brown,With You,1,/home/yamen/Projects/Technocolabs/sample_data/popular/With You - Chris Brown.mp3
Chris Brown,Forever,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Forever - Chris Brown.mp3
Rihanna,Take A Bow,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Take A Bow - Rihanna.mp3
Katy Perry,I Kissed A Girl,1,/home/yamen/Projects/Technocolabs/sample_data/popular/I Kissed A Girl - Katy Perry.mp3
Rihanna,Don't Stop The Music,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Don't Stop The Music - Rihanna.mp3
Ne-Yo,Closer,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Closer - Ne-Yo.mp3
Fergie,Clumsy,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Clumsy - Fergie.mp3
Jordin Sparks,Tattoo,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Tattoo - Jordin Sparks.mp3
Miley Cyrus,See You Again,1,/home/yamen/Projects/Technocolabs/sample_data/popular/See You Again - Miley Cyrus.mp3
Taylor Swift,Our Song,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Our Song - Taylor Swift.mp3
Lil Wayne,A Milli,1,/home/yamen/Projects/Technocolabs/sample_data/popular/A Milli - Lil Wayne.mp3
Alicia Keys,Like You'll Never See Me Again,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Like You'll Never See Me Again - Alicia Keys.mp3
Taylor Swift,Teardrops On My Guitar,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Teardrops On My Guitar - Taylor Swift.mp3
The Pussycat Dolls,When I Grow Up,1,/home/yamen/Projects/Technocolabs/sample_data/popular/When I Grow Up - The Pussycat Dolls.mp3
Leona Lewis,Better In Time,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Better In Time - Leona Lewis.mp3
Jordin Sparks,One Step At A Time,1,/home/yamen/Projects/Technocolabs/sample_data/popular/One Step At A Time - Jordin Sparks.mp3
Jonas Brothers,Burnin' Up,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Burnin' Up - Jonas Brothers.mp3
Fergie,Big Girls Don't Cry,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Big Girls Don't Cry - Fergie.mp3
Mary J. Blige,Just Fine,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Just Fine - Mary J. Blige.mp3
Britney Spears,Piece Of Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Piece Of Me - Britney Spears.mp3
Miley Cyrus,7 Things,1,/home/yamen/Projects/Technocolabs/sample_data/popular/7 Things - Miley Cyrus.mp3
Daughtry,Feels Like Tonight,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Feels Like Tonight - Daughtry.mp3
Beyonce,Irreplaceable,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Irreplaceable - Beyonce.mp3
Carrie Underwood,Before He Cheats,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Before He Cheats - Carrie Underwood.mp3
Akon,Don't Matter,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Don't Matter - Akon.mp3
Avril Lavigne,Girlfriend,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Girlfriend - Avril Lavigne.mp3
Maroon 5,Makes Me Wonder,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Makes Me Wonder - Maroon 5.mp3
Daughtry,It's Not Over,1,/home/yamen/Projects/Technocolabs/sample_data/popular/It's Not Over - Daughtry.mp3
Fergie,Fergalicious,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Fergalicious - Fergie.mp3
Justin Timberlake,What Goes Around...Comes Around,1,/home/yamen/Projects/Technocolabs/sample_data/popular/What Goes Around...Comes Around - Justin Timberlake.mp3
The Fray,How To Save A Life,1,/home/yamen/Projects/Technocolabs/sample_data/popular/How To Save A Life - The Fray.mp3
Daughtry,Home,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Home - Daughtry.mp3
Kanye West,Stronger,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Stronger - Kanye West.mp3
P!nk,U + Ur Hand,1,/home/yamen/Projects/Technocolabs/sample_data/popular/U + Ur Hand - P!nk.mp3
Nickelback,Rockstar,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Rockstar - Nickelback.mp3
Justin Timberlake,Summer Love,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Summer Love - Justin Timberlake.mp3
Nickelback,If Everyone Cared,1,/home/yamen/Projects/Technocolabs/sample_data/popular/If Everyone Cared - Nickelback.mp3
Ne-Yo,Because Of You,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Because Of You - Ne-Yo.mp3
Justin Timberlake,SexyBack,1,/home/yamen/Projects/Technocolabs/sample_data/popular/SexyBack - Justin Timberlake.mp3
Avril Lavigne,Keep Holding On,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Keep Holding On - Avril Lavigne.mp3
P!nk,Who Knew,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Who Knew - P!nk.mp3
T.I.,Big Things Poppin' (Do It),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Big Things Poppin' (Do It) - T.I..mp3
Gwen Stefani,Wind It Up,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Wind It Up - Gwen Stefani.mp3
Rihanna,Shut Up And Drive,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Shut Up And Drive - Rihanna.mp3
Nickelback,Far Away,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Far Away - Nickelback.mp3
Justin Timberlake,LoveStoned,1,/home/yamen/Projects/Technocolabs/sample_data/popular/LoveStoned - Justin Timberlake.mp3
Sean Paul,Temperature,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Temperature - Sean Paul.mp3
Mary J. Blige,Be Without You,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Be Without You - Mary J. Blige.mp3
The Fray,Over My Head (Cable Car),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Over My Head (Cable Car) - The Fray.mp3
Chris Brown,Run It!,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Run It! - Chris Brown.mp3
Ne-Yo,So Sick,1,/home/yamen/Projects/Technocolabs/sample_data/popular/So Sick - Ne-Yo.mp3
Rihanna,SOS,1,/home/yamen/Projects/Technocolabs/sample_data/popular/SOS - Rihanna.mp3
Fergie,London Bridge,1,/home/yamen/Projects/Technocolabs/sample_data/popular/London Bridge - Fergie.mp3
Rascal Flatts,What Hurts The Most,1,/home/yamen/Projects/Technocolabs/sample_data/popular/What Hurts The Most - Rascal Flatts.mp3
Rihanna,Unfaithful,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Unfaithful - Rihanna.mp3
The Pussycat Dolls,Stickwitu,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Stickwitu - The Pussycat Dolls.mp3
The Black Eyed Peas,My Humps,1,/home/yamen/Projects/Technocolabs/sample_data/popular/My Humps - The Black Eyed Peas.mp3
Chris Brown,Yo (Excuse Me Miss),1,/home/yamen/Projects/Technocolabs/sample_data/popular/Yo (Excuse Me Miss) - Chris Brown.mp3
T.I.,What You Know,1,/home/yamen/Projects/Technocolabs/sample_data/popular/What You Know - T.I..mp3
Nickelback,Savin' Me,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Savin' Me - Nickelback.mp3
Ne-Yo,Sexy Love,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Sexy Love - Ne-Yo.mp3
Rascal Flatts,Life Is A Highway,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Life Is A Highway - Rascal Flatts.mp3
Carrie Underwood,"Jesus, Take The Wheel",1,"/home/yamen/Projects/Technocolabs/sample_data/popular/Jesus, Take The Wheel - Carrie Underwood.mp3"
Sean Paul,We Be Burnin',1,/home/yamen/Projects/Technocolabs/sample_data/popular/We Be Burnin' - Sean Paul.mp3
Chris Brown,Say Goodbye,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Say Goodbye - Chris Brown.mp3
The Black Eyed Peas,Pump It,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Pump It - The Black Eyed Peas.mp3
Eminem,When I'm Gone,1,/home/yamen/Projects/Technocolabs/sample_data/popular/When I'm Gone - Eminem.mp3
Ne-Yo,When You're Mad,1,/home/yamen/Projects/Technocolabs/sample_data/popular/When You're Mad - Ne-Yo.mp3
T.I.,Why You Wanna,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Why You Wanna - T.I..mp3
P!nk,Stupid Girls,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Stupid Girls - P!nk.mp3
T-Pain,I'm Sprung,1,/home/yamen/Projects/Technocolabs/sample_data/popular/I'm Sprung - T-Pain.mp3
Harry Styles,As It Was,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/As It Was - Harry Styles.mp3
Beyonce,Break My Soul,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Break My Soul - Beyonce.mp3
Harry Styles,Late Night Talking,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Late Night Talking - Harry Styles.mp3
Morgan Wallen,Wasted On You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wasted On You - Morgan Wallen.mp3
Luke Combs,The Kind Of Love We Make,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Kind Of Love We Make - Luke Combs.mp3
Justin Bieber,Ghost,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ghost - Justin Bieber.mp3
Morgan Wallen,You Proof,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/You Proof - Morgan Wallen.mp3
Doja Cat,Get Into It (Yuh),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Get Into It (Yuh) - Doja Cat.mp3
